,element number,,,,,,,,,model parameters used for each damage conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.399995168,0,0.055633003,0,0,0,0.82071577,0.667884923,0,195.8744115,432.8768951,654.8240533,801.7502421,1200.488889,0.011935883,-0.039247228,0.022356209,-0.038334355,0.018691457,-0.041626731,0.018726206,-0.032241543,0.034314555,0.027607454,0.001511776,0.024009523,0.000685077,0.040055288,0.044246382,0.038923523,0.039298574,0.02630255,-0.000196136,0.060420651,0.010192175,0.047893605,-0.00058234,-0.016778106,0.010178624,-0.06554041,0.047855367,-0.024421097,0.02187666,0.034289426,0.017826669,-0.02976475,-0.057895506,0.043601976,0.059203603,-0.015943223,0.061350514,0.028481125,0.009163656,0.012994463,0.040166949,-0.037117593,-0.036959903,0.008049124,-0.057973468
,0.369673758,0,0.54981772,0,0,0,0.895524268,0,0.210260917,205.8659738,434.1919235,615.5323249,719.797401,1320.050647,0.012515672,-0.043012485,0.02330756,-0.040720319,0.019933318,-0.043058147,0.019317653,-0.024055919,0.025451784,0.026545863,0.005993317,0.023100295,0.00333975,0.039280549,0.045252715,0.03803377,0.031261538,0.03564449,0.014670644,0.029033494,-0.011298586,0.016300194,0.020251106,0.020824478,-0.021999579,-0.097472907,0.03314139,0.008301933,-0.069821385,-0.032428554,-0.038127737,0.011740965,0.061804673,-0.032345505,-7.20E-05,-0.002475076,0.062835711,0.040254176,-0.026491201,-0.013689191,0.03639655,-0.033599503,-0.051573529,0.037089451,-0.001412544
,0.681675054,0,0.002764136,0,0,0,0,0.286548852,0.969680223,81.6905968,285.0374872,647.1194543,959.0827327,1337.28778,0.003054963,-0.030160883,0.021358358,-0.030033972,0.004001714,-0.053182853,0.020611925,-0.052905163,0.005251571,-0.038195702,0.020831649,-0.017681879,0.020194659,-0.048046553,-0.030120679,-0.020547484,-0.030853204,-0.050478096,0.00041874,-0.062597234,-0.03497344,-0.050681405,0.001533554,0.020816433,-0.04851936,0.023824501,-0.004753368,-0.038301603,-0.032479787,0.033924919,-0.019995388,-0.029793654,0.021216922,0.064449431,0.038290011,-0.053473853,0.070290482,0.004350258,0.018970356,0.000985622,0.014858258,-0.000764612,-0.010976862,0.000105558,-0.093899428
,0.953752696,0,0,0.108520849,0.404945428,0.69980649,0,0,0,87.85080054,303.2212975,661.6180182,950.7263611,1236.086354,0.034938309,-0.035459173,0.02562453,-0.035312966,0.036526171,-0.01981829,0.024043325,-0.019541849,0.037387641,-0.023956054,-0.015884792,-0.005552276,-0.014790674,-0.023478118,-0.053132188,-0.04060233,-0.051394076,-0.017189099,0.019478755,0.067528567,0.008610545,0.054708753,0.013935181,-0.039362592,0.000182752,-0.045054712,0.024489256,-0.070038205,0.004526094,0.036150898,0.003691438,-0.032247205,-0.015898865,0.068018103,0.001596219,0.006405389,0.013604737,0.005839041,0.08032056,0.001622221,-0.008410183,0.001826095,-0.035195452,0.013177465,-0.050319628
,0.510788335,0,0,0.417437142,0.15989563,0,0.781456516,0,0,195.8741224,418.7624573,706.0708356,853.039462,1281.801735,0.015487709,-0.041239487,0.024360852,-0.040364903,0.027590326,-0.033296637,0.021123117,-0.025801737,0.03248484,0.02211417,0.009793188,0.021503965,0.008294166,0.035234386,0.048810599,0.037703884,0.039518265,0.028596188,-0.009677254,-0.062234718,-0.009724689,-0.048532598,-0.011365195,0.028566659,-0.002213659,0.066547008,-0.030371423,-0.025759822,0.02056015,0.038422236,0.016672568,-0.028862875,-0.057528432,0.045389207,0.05419939,-0.020793598,0.089031246,0.012234375,-0.011930557,0.007517009,0.016900306,-0.03635149,-0.033603373,0.037546852,-0.025794181
,0.266619212,0,0,0.892654438,0.090394857,0,0,0.51342118,0,131.806507,389.2929078,694.8059681,1147.459678,1278.697703,0.004716925,-0.038656153,0.026444817,-0.038293242,0.0355649,-0.024778144,0.02521139,-0.024098941,0.039973223,0.006258363,0.011579802,0.018275617,0.010111458,0.036508785,0.05215309,0.033908413,0.049939472,0.018550687,-0.000462044,-0.065835915,-0.02019032,-0.052119019,0.00319933,0.039228032,-0.020028945,0.042899867,-0.034070263,-0.086646945,-0.012641581,0.025067561,-0.004883805,-0.03982127,-0.001865712,0.04724188,0.0178245,0.001631207,0.066249555,-0.007267124,0.045505099,-0.000218764,-0.044888334,-0.014780694,0.034697724,0.020235344,-0.052990567
,0.116786831,0,0,0.386188176,0.656032763,0,0,0,0.915992546,128.0081025,336.7213848,605.7872142,782.3803248,1527.745082,0.002822419,-0.032604001,0.021289521,-0.032276134,0.006776671,-0.051361267,0.019468855,-0.050670305,0.008984877,0.016803314,-0.029997765,0.025117684,-0.028700544,0.038094087,0.040765031,0.030239721,0.04204367,0.039347976,-0.013831798,-0.062251392,-0.015214946,-0.052009869,-0.026595496,0.025877719,-0.02315269,0.029849342,-0.035266197,0.024957915,-0.008615665,-0.049830987,-0.005899661,0.045675449,-0.004712065,-0.067658213,-0.011105014,0.053837667,-0.085327725,-0.005167118,-0.025357414,-0.000121089,-0.009841083,0.000969057,0.024365358,-0.000820271,0.066253671
,0.649851132,0,0,0.086510238,0,0.273474878,0.922516726,0,0,181.2118485,389.4314458,548.20956,751.1351272,1259.274231,0.018334651,-0.041120351,0.025164007,-0.040359237,0.024818683,-0.038830146,0.021293211,-0.019418446,0.0289698,-0.031049028,-0.010532044,-0.015433916,-0.009114962,-0.039102379,-0.054269341,-0.033147369,-0.019813525,-0.034530667,0.014073823,0.009156477,-0.018960661,0.007198005,0.016717016,0.027255494,-0.035889886,-0.098797465,0.025826787,0.005030344,-0.064679492,-0.029889128,-0.049734704,0.00621721,0.055608044,-0.02524276,0.02329837,-0.013761051,0.079995602,0.017587101,-0.013167367,0.008646162,0.027512272,-0.031389136,-0.051853082,0.028851566,-0.021313697
,0.469502258,0,0,0.572604593,0,0.903891455,0,0.058993793,0,158.9967926,275.1996502,726.9723345,1016.701306,1238.428513,-0.007663406,0.038160545,-0.023308702,0.037596462,-0.016702915,0.046166941,0.007760693,0.045146574,-0.020192143,-0.018333797,0.01204686,-0.014228879,0.011778209,-0.038311631,-0.029903473,-0.0611131,-0.030571466,-0.039871437,0.006990014,0.067783291,0.030222961,0.052216412,0.006867987,-0.036741637,0.008273026,-0.04127188,0.022837985,-0.059774715,-0.002122233,-0.024591169,0.000619096,-0.036769088,-0.022575539,0.073665123,-0.008779659,0.012909427,0.041459926,0.010541967,-0.079995641,0.003368999,0.021669891,-0.000929367,-0.004841785,-0.029366843,0.043382284
,0.816664875,0,0,0.516572284,0,0.335282772,0,0,0.204233351,148.8286755,367.2532653,730.6521291,981.9834382,1358.883443,-0.024866824,0.038131857,-0.025337035,0.03767382,-0.033390165,0.025444899,-0.022909102,0.02458856,-0.036064078,-0.026618746,-0.01465526,-0.013496387,-0.013170977,-0.031230838,-0.049707414,-0.034524813,-0.047574217,-0.023669818,-0.003377061,-0.066846026,-0.023646144,-0.05159652,-0.000413324,0.042464994,-0.016670035,0.045915483,-0.019397485,-0.089558296,-0.011172789,0.028504835,-0.006124685,-0.02080428,-0.000644551,0.056802502,0.015666356,0.002746598,0.048347075,-0.008471369,0.050819057,0.000194948,-0.039195517,-0.013339819,0.02300595,0.023741808,-0.072706684
,0.606701485,0,0,0.099528644,0,0,0.794556292,0.445595757,0,190.0743503,412.1485844,697.2489311,828.9873943,1240.599807,-0.018092413,0.040033211,-0.023827885,0.039225661,-0.025395065,0.035140847,-0.020715719,0.027646496,-0.033825228,-0.029028398,-0.008830671,-0.020342343,-0.007465812,-0.037512878,-0.04818731,-0.035543298,-0.038840051,-0.025889941,0.003024608,0.062182292,0.012070199,0.048706121,0.002739281,-0.025413172,0.007383007,-0.066140292,0.037383213,0.02891323,-0.017436105,-0.037088724,-0.014599444,0.028763387,0.054265568,-0.047042717,-0.058708136,0.016485067,0.073050351,0.022528086,0.000809866,0.011428926,0.027967988,-0.040609697,-0.037758504,0.024989949,-0.048377824
,0.813206024,0,0,0.642269872,0,0,0.409237688,0,0.099741398,145.4131639,390.1659969,735.1682863,936.2960385,1248.177768,0.023337696,-0.03811709,0.025546048,-0.037681709,0.034398355,-0.02439113,0.024059331,-0.023011062,0.036930854,0.026154283,0.017258065,0.01580849,0.015386802,0.031474137,0.050131398,0.031548996,0.045654645,0.022575888,0.004765071,0.066428932,0.020817657,0.051118197,0.000552493,-0.042826042,0.014344214,-0.049389602,0.020958511,-0.096208496,-0.006365643,0.031004377,-0.003448958,-0.013279729,-0.004785419,0.04733406,0.020248913,0.005485077,0.04995033,-0.004455166,0.039310251,0.002255461,-0.043024242,-0.032058886,0.032204932,0.042385376,-0.05952633
,0.36769426,0,0,0.913680564,0,0,0,0.177545584,0.728713454,116.4298454,312.583062,685.0122908,1056.205619,1141.377237,0.004233033,-0.038395019,0.026737544,-0.038110548,0.0339701,-0.027569916,0.025713553,-0.027028287,0.036042963,0.006095746,0.004454856,0.011320086,0.003832091,0.040921963,0.053818251,0.020858789,0.052415162,0.034718045,0.001767303,0.06503616,0.030877366,0.051628853,-0.002545535,-0.032442493,0.036737691,-0.035215791,0.011897501,-0.056705783,-0.021835434,0.036451596,-0.011220497,-0.037059276,0.007296814,0.062458607,0.028616613,-0.045871624,0.100349532,-0.010327337,0.020460871,-0.004315149,-0.023511507,0.001246575,0.021085148,0.014581459,-0.05043551
,0.272941262,0,0,0,0.241649812,0.711155329,0.964425003,0,0,175.1585189,373.4986233,423.5324616,720.5498059,1232.060747,-0.006998067,0.04137176,-0.02501728,0.040614604,-0.011864125,0.056373051,-0.014414009,0.010860442,-0.01569929,-0.014804701,0.004829629,-0.019677707,0.004781376,-0.023816445,-0.025742624,-0.05986425,-0.065655375,-0.021223632,-0.023988437,0.002579137,-0.000945913,0.002994931,-0.038221394,-0.045959516,0.006487159,0.077500206,-0.045691669,-0.001214975,-0.066318868,-0.025927537,-0.052076894,-0.000643512,0.05437152,-0.021885427,0.022327581,-0.017313546,0.048110799,0.008245186,0.04093476,0.003044722,0.031211896,-0.003989713,-0.070434686,0.025584272,-0.029740846
,0.600433874,0,0,0,0.117593236,0.836180452,0,0.473055505,0,175.8687787,311.5400393,696.760072,945.6700217,1207.267619,0.013644666,-0.038873827,0.022970759,-0.038180714,0.018737234,-0.043025977,0.002349704,-0.041751578,0.026532532,-0.026732247,0.006009065,-0.014131729,0.005997386,-0.035452131,-0.036014919,-0.057344113,-0.036304507,-0.035428713,0.000113746,0.066568124,0.020596983,0.052604827,-0.000625744,-0.039181371,0.017455394,-0.043146484,0.032399161,-0.056313996,-0.015454956,-0.022391327,-0.008372007,-0.044122077,-0.009612706,0.069849601,0.002746963,0.025093303,0.031498936,0.004695572,-0.081077976,0.001168495,0.023367859,0.004125469,-0.010931978,-0.024253324,0.049678379
,0.959730199,0,0,0,0.435315965,0.177511197,0,0,0.610593526,82.0394235,307.2292224,646.9228391,862.6261708,1422.255201,-0.034989339,0.035231559,-0.025582411,0.035104684,-0.036223752,0.020036505,-0.025080905,0.019794872,-0.036976788,-0.029326603,-0.013217339,-0.007001485,-0.012194224,-0.028579827,-0.056238626,-0.019438067,-0.054255503,-0.021529463,-0.015797609,-0.06822001,-0.010770689,-0.055765448,-0.011758854,0.03793411,-0.011555872,0.043024716,-0.021595451,-0.053621727,0.001183245,0.05057678,0.000848143,-0.033181319,-0.001407256,0.071555248,0.011942518,-0.019223466,0.062975136,0.003715223,0.041563151,0.001361858,-0.011901254,-0.006634565,-0.011541389,0.007731937,-0.084873936
,0.617697381,0,0,0,0.300975924,0,0.965550261,0.065391249,0,168.3282435,364.0832368,452.6617761,710.3714934,1208.597142,0.013611998,-0.041478219,0.026133787,-0.040795005,0.018480937,-0.048439721,0.023708044,-0.005945096,0.022212651,0.034317588,0.00245266,0.008379403,0.001686384,0.044119256,0.058885642,0.013580782,-0.035013672,0.045139179,-0.003289581,-0.001709265,-0.025088224,-0.001412395,-0.003676777,-0.007996194,-0.042274595,-0.096644153,0.008012934,-0.001806399,-0.066235453,-0.02327317,-0.052441547,-0.000997618,0.055411902,-0.022570388,0.021342016,-0.018385356,0.07212642,0.011272301,-0.034759564,0.006982921,0.037329382,-0.029827079,-0.048390923,0.032954728,-0.008018764
,0.33410325,0,0,0,0.168761255,0,0.724687126,0,0.777174259,175.7461908,393.3022003,668.3387102,879.9852299,1282.11163,-0.007853025,0.037102553,-0.021800028,0.036426332,-0.012848305,0.047515185,-0.018514364,0.042606157,-0.01702759,-0.027454514,0.012986173,-0.021840925,0.012483316,-0.042340885,-0.039374873,-0.031354467,-0.04136827,-0.041968096,-0.003877398,-0.065461374,-0.026381444,-0.052375875,-0.004334628,0.02613169,-0.031957631,0.044007046,-0.015288557,-0.030514911,-0.004469075,0.038270616,-0.001252923,-0.036592276,-0.027387754,0.055593522,0.060376322,-0.04370328,0.033040803,0.021820573,-0.015840716,0.013778322,0.022030218,-0.06802275,-0.039864974,0.061011011,0.022005207
,0.266146601,0,0,0,0.583359488,0,0,0.216122224,0.76118001,180.8003773,376.8559531,621.9179626,875.6147798,1482.269031,0.007542485,-0.037101104,0.021437839,-0.036389038,0.012836699,-0.046145196,0.017955384,-0.044745789,0.018503494,0.021812845,-0.021765517,0.025044541,-0.020763435,0.035233978,0.04539884,0.033742043,0.046226832,0.03414471,0.014367565,0.063920148,0.016567146,0.052917686,0.02038398,-0.028877578,0.023355182,-0.032882698,0.032952552,-0.036680517,0.004738624,0.050231835,0.003110196,-0.046685964,-0.001338512,0.064554399,0.009583243,-0.049267262,0.064259046,0.007481011,0.03031505,0.000935714,0.020254024,-0.003897885,-0.023247495,0.000673503,-0.085067457
,0.87135591,0,0,0,0,0.284137116,0.733440664,0.03845954,0,137.2634801,369.2273294,728.6895742,875.0436406,1272.533512,0.030420758,-0.037293698,0.025337084,-0.036913623,0.033899929,-0.024173761,0.023529495,-0.021476536,0.036196028,0.029332123,0.018477541,0.01223062,0.016695116,0.030241141,0.052405779,0.03229997,0.042201581,0.02158323,0.007865019,0.065073542,0.015216118,0.050000465,0.005531043,-0.03378924,0.003586514,-0.061669019,0.025658759,0.040864327,-0.009588731,-0.039788331,-0.008758798,0.028237292,0.045499657,-0.055768836,-0.052585477,0.013897652,0.071417448,0.015906304,0.005804957,0.009504919,0.011365244,-0.04425567,-0.036779363,0.045490549,-0.043944609
,0.739668502,0,0,0,0,0.075877898,0.354489504,0,0.922231412,118.0520489,281.3452037,655.395803,946.8267757,1448.230387,0.00884522,-0.033653019,0.022618058,-0.03336998,0.011036105,-0.048601143,0.021002145,-0.047683108,0.012921047,0.038973861,-0.014707778,0.015576568,-0.01436663,0.046859054,0.036764901,0.01999831,0.037132704,0.047022542,0.000526355,-0.063112828,-0.034036139,-0.050896897,0.001608579,0.023008857,-0.046844341,0.027753537,-0.004353088,-0.043928972,-0.030218893,0.033227906,-0.018493336,-0.032027625,0.013455591,0.065468109,0.043761634,-0.042187888,0.073355787,0.001032271,0.026867081,0.001338846,-0.00044254,-0.008543674,-0.011194799,0.014334731,-0.086332044
,0.176667757,0,0,0,0,0.299757068,0,0.651740417,0.984755698,59.75015044,374.1088514,633.4960306,886.7695462,1169.695429,-0.000594101,0.028581928,-0.020763441,0.028516522,-0.001075802,0.054793765,-0.020186478,0.054647275,-0.00243223,-0.026107268,0.02367208,-0.020200065,0.022365913,-0.044623181,-0.02808426,-0.026784408,-0.029800898,-0.057623616,0.002803644,-0.062319191,-0.031674747,-0.050962149,0.00524194,0.020475097,-0.051857158,0.023527476,-0.007300631,-0.007791767,-0.025212516,0.030792349,-0.017049985,-0.011623871,0.01922521,0.059500431,0.031209506,-0.097715529,0.057266143,0.021456555,0.014369962,0.008773493,0.050531576,-0.006502326,-0.043013079,-0.016761684,-0.058599548
,0.262794334,0,0,0,0,0,0.05494676,0.928281543,0.623750204,133.1584937,419.2072165,573.8641868,934.4047306,1100.668404,-0.004000586,0.030772753,-0.019929848,0.030439043,-0.006868518,0.047672788,-0.018145412,0.046916441,-0.042270158,-0.028171118,0.012623384,-0.0237573,0.012087442,-0.044934857,-0.0396442,-0.034530259,-0.040347688,-0.031200217,-0.012403792,0.060823722,0.012561379,0.05162001,-0.018870724,-0.017224881,0.025061281,-0.022577429,0.065591222,-0.022410024,-0.030928663,-0.041651683,-0.019995981,-0.022734657,0.025594958,-0.024141104,0.018452383,0.093835665,0.051158013,0.024825068,-0.031993718,0.011578913,0.049908415,-0.005936149,-0.062904251,-0.0316832,0.024826187
,0,0.774682736,0.441356583,0.731003083,0.198103296,0,0,0,0,167.7730958,291.9889842,586.4502174,1135.374646,1465.232176,-0.004954631,0.05033578,-0.011658339,0.048967069,-0.022730374,0.032472691,-0.008886992,0.031300395,-0.026288414,-0.008516188,-0.018541188,-0.042862541,-0.016969446,-0.036349148,-0.016490204,-0.047663193,-0.016678749,-0.037506762,-0.003024627,0.053967196,0.017272277,0.041085954,-0.012150155,-0.06109523,-0.001178916,-0.060423469,0.007376551,-0.031803973,-0.031266622,0.051382405,0.001775577,-0.054361313,-0.011778177,0.04420048,0.021163368,-0.043916248,-0.096599517,0.012837994,-0.025359118,-0.008413512,0.002181166,0.006144818,0.023080783,-0.005655043,0.046211917
,0,0.196548323,0.397184174,0.722272222,0,0.993023921,0,0,0,55.20828618,229.5491407,657.0671873,995.9213309,1233.727768,0.000284857,-0.028093449,0.020248952,-0.028002584,0.0012898,-0.0534145,-0.037707039,-0.053316332,0.00161704,-0.009445218,0.02919459,-0.019472803,0.027999803,-0.041312107,-0.007447848,-0.056127238,-0.008806576,-0.045241487,0.004832033,0.06996673,0.040698329,0.048053362,0.011129084,-0.031090481,0.003355889,-0.034763393,0.020547032,-0.023657517,0.011984819,-0.049647729,0.007090947,-0.03369028,-0.033345335,0.069901866,-0.026009369,0.016902751,0.032077535,0.023631717,-0.061201241,-0.003628039,0.046202131,0.010276851,-0.039277814,-0.027309634,0.045425276
,0,0.261319052,0.68190272,0.087132242,0,0,0.989036681,0,0,125.1037886,362.5567536,444.0119365,654.6641033,1255.195751,0.002221026,-0.038821605,0.025021534,-0.037640798,0.004590214,-0.063973658,0.02375742,0.01928909,0.006249496,0.015121022,-0.022861751,-0.004508551,-0.019135614,0.030030276,0.025223852,-0.01226788,-0.090282291,0.04042492,-0.018766256,-0.011057562,-0.03316938,-0.006381812,-0.035623088,-0.030503438,-0.047523196,-0.033976792,-0.034435358,0.002941373,-0.078401481,-0.022117808,-0.03581719,0.005894049,0.055444248,-0.011423746,0.04072333,-0.012188682,0.025508998,0.073569643,-0.025149631,-0.063354128,0.026693817,-0.004952409,-0.02588625,0.031093169,0.000735473
,0,0.638148929,0.131572312,0.904189861,0,0,0,0.261171318,0,127.4077207,308.1999065,613.3654243,1204.335078,1368.951086,0.003201369,-0.041228136,0.024250416,-0.040814021,0.035353353,-0.024858502,0.023045775,-0.024215656,0.038069478,0.003439861,0.028936866,0.031923222,0.027109731,0.031614532,0.033313944,0.040624788,0.032107709,0.027068824,0.001582678,-0.054270604,-0.023546743,-0.044921756,0.015437457,0.057274091,-0.007497887,0.056596636,-0.0129724,-0.030731176,-0.026537425,0.047840717,-0.005565209,-0.054370512,-0.009831087,0.050970206,0.028978128,-0.041895289,0.10211028,-0.004756197,0.023794448,0.000719341,-0.006045526,-0.006703668,-0.010433846,0.007874895,-0.045025679
,0,0.492714071,0.784745649,0.746639406,0,0,0,0,0.137368394,177.1804952,360.3078693,591.6544614,1019.88339,1288.208357,-0.006025126,0.045737832,-0.021372904,0.042148413,-0.028794873,0.030357316,-0.018650087,0.029053233,-0.032817811,0.00838265,0.025336509,0.032339877,0.016635843,0.035776318,0.031947683,0.043086695,0.030953998,0.033154674,0.001387625,-0.078771185,-0.018662405,-0.027578153,0.006801377,0.052913612,-0.005351846,0.053346446,-0.01036137,-0.014360772,-0.064058703,0.03627653,0.059840158,-0.034128133,-0.019181602,0.031838726,-0.004071645,-0.019017523,0.040618237,-0.033365074,-0.032598873,0.053127699,0.038292704,0.000743163,-0.044820559,-0.032857599,0.039846769
,0,0.270204329,0.958944884,0,0.249747019,0.678052042,0,0,0,202.0729783,357.1510671,396.2053243,844.260694,1187.464112,0.006480613,-0.069993254,0.014692089,-0.035107523,0.012707486,-0.035522717,0.001231094,-0.033803964,0.017671484,-0.004880004,-0.094076249,-0.01526444,0.018463018,-0.009126969,0.042150633,0.002852073,0.041684539,-0.016356146,-0.019504306,-0.003858795,-0.027728452,0.00879237,-0.036307813,-0.027519928,-0.056538306,-0.028660747,-0.038946441,-0.00308268,-0.019616576,0.027551658,0.085540993,-0.005994829,-0.033423296,0.012634416,-0.033952885,0.012108387,0.046149836,-0.006450661,-0.046995893,0.020040887,0.052318826,0.010622258,-0.050564311,-0.022001902,0.039242381
,0,0.986066503,0.074042356,0,0.374040339,0,0.599548425,0,0,58.131881,308.5117604,545.4201038,976.4069387,1508.440209,0.000297806,-0.055381874,-0.019378592,-0.055274545,0.000599962,-0.028578025,-0.019733636,-0.028310317,0.00089975,0.017344095,-0.009132098,0.048009518,-0.008537567,0.033049923,-0.017050759,0.045989799,-0.010134209,0.041842567,-0.007613194,0.045905138,0.006694487,0.040387115,-0.01365382,-0.063970926,-0.012284658,-0.063064512,0.002456434,0.034720203,0.014551963,-0.042815657,0.005078569,0.048727151,0.033365465,-0.034546873,-0.045682513,0.046224027,-0.053010563,-0.011384622,0.014316051,-0.008545546,-0.031612641,0.054306803,0.027540127,-0.06574439,0.01908643
,0,0.76928064,0.047326294,0,0.699932558,0,0,0.299338544,0,190.5426698,341.4544337,459.8462961,997.6004502,1493.01694,-0.00536135,0.052221001,-0.002334667,0.05113707,-0.010563847,0.036750956,0.001661286,0.035285311,-0.01683972,0.016045549,-0.004708645,0.048121984,-0.004606013,0.030205127,0.018669108,0.052592065,0.020315441,0.03581129,-0.004350368,-0.052265912,-0.010760024,-0.047634214,-0.00781949,0.057367162,-0.002241768,0.057441376,-0.025981582,0.044242458,0.003771456,-0.053277655,0.000562778,0.060951343,0.017962889,-0.035580232,-0.002226687,0.036375532,-0.049305175,-0.002277845,-0.041956292,-0.001426946,-0.022702563,0.008965774,0.0402615,-0.003416413,0.076581566
,0,0.683051676,0.41355869,0,0.141210126,0,0,0,0.770161614,169.8883193,379.6189044,490.6584864,1009.014133,1593.761974,-0.00440124,0.042816957,-0.012341893,0.041608864,-0.008675184,0.04600029,-0.009057634,0.044783282,-0.01245735,-0.017956811,-0.013616311,-0.045741946,-0.011834373,-0.033402636,-0.00860893,-0.05149289,-0.009878198,-0.038164416,0.013667001,-0.057683128,-0.02009561,-0.04791544,0.025185064,0.050092303,-0.013192748,0.050999081,0.019267996,0.032956501,0.036494765,-0.038008843,0.009455645,0.044855319,-0.00940779,-0.054098456,-0.029480994,0.060589287,-0.060524627,0.007576617,-0.037413771,-0.006085774,-0.019818677,0.003075226,0.042865467,-0.003894268,0.069306559
,0,0.613694465,0.203409185,0,0,0.439766876,0.777140526,0,0,206.7052907,388.2553286,615.2912149,849.178265,1401.67881,0.006878711,-0.048028736,0.011429122,-0.046590071,0.013489568,-0.042581276,0.003017119,-0.034245843,0.018943893,-0.018835732,-0.007677938,-0.040217323,-0.006764082,-0.035008693,-0.014217153,-0.053316529,-0.020461297,-0.038899009,0.005344367,-0.057560761,-0.026155188,-0.046471589,0.009908663,0.05420056,0.002722891,0.057062088,-0.007559163,-0.0225635,-0.005199117,0.028197461,0.000390701,-0.034735061,-0.050359987,0.032451778,0.071656687,-0.038551227,0.049190044,0.001461626,0.038498857,0.001074301,0.0305297,-0.006844142,-0.068347787,0.020888607,-0.040530527
,0,0.353224484,0.077335402,0,0,0.732030636,0,0.980384272,0,81.6252564,372.8856073,483.341838,823.8869881,1236.194733,-0.001051675,0.027112342,-0.018619192,0.026988547,-0.002088122,0.049028913,-0.016153277,0.048772582,-0.051195445,-0.010695194,-0.016895074,-0.021029023,-0.015359016,-0.020013523,-0.025404364,-0.062680509,-0.025049308,-0.052126624,0.023508767,-0.059536668,0.003455622,-0.052879476,0.042747277,0.032179389,-0.003329354,0.036319478,-0.032898277,-0.029382566,-0.035029032,-0.052211227,-0.024091209,-0.04154966,0.02133251,0.033938605,0.021588278,0.039327421,0.03853076,0.018091078,-0.05849028,0.003329031,0.043262079,0.011541809,-0.039516051,-0.027280502,0.052556725
,0,0.175687939,0.863043538,0,0,0.310496557,0,0,0.508777776,210.936876,432.9513594,535.2065092,960.5871761,1203.910945,-0.007604647,0.047094295,-0.018643308,0.038669237,-0.014880093,0.042334371,-0.01174219,0.040420102,-0.020799979,0.021250822,-0.000967302,0.027728515,-0.003740859,0.039034681,0.033940779,0.045724647,0.034530407,0.039466753,-0.001790316,-0.097093037,-0.02010903,-0.014060531,-0.00275077,0.03882765,-0.014056287,0.040168702,-0.012961124,-0.019882271,-0.04478692,0.033050643,0.069042619,-0.028814527,-0.020679681,0.042744074,-0.012582843,-0.016297335,0.03586027,-0.023043453,-0.024773759,0.053475541,0.038741237,-0.005474825,-0.053789627,-0.033630854,0.047876004
,0,0.569801626,0.265380893,0,0,0,0.943817213,0.189157869,0,192.4594374,399.5131248,501.1040475,635.1397275,1402.054029,0.006130801,-0.046534453,0.017054884,-0.045188403,0.012034628,-0.050244742,0.013285526,-0.017149505,0.017815914,0.015642474,0.0150925,0.043378579,0.013357778,0.028822659,0.008682093,0.052954725,0.036617629,0.030464582,-0.017821128,0.00155698,0.009591357,0.002557358,-0.03240358,-0.047763561,0.013230019,0.084265859,-0.043397593,0.009068079,-0.058362515,-0.020704324,-0.045633983,0.01600998,0.059940465,-0.004568962,0.050885066,-0.0074704,-0.062393688,-0.03162566,0.02647075,-0.001846914,-0.048323641,0.033561171,0.049471327,-0.029782602,0.000916439
,0,0.305939536,0.881361872,0,0,0,0.691044338,0,0.104491483,222.8690539,438.4686946,532.4963528,922.7562201,1016.711551,-0.008734324,0.053187662,-0.017075508,0.041271796,-0.01706361,0.039074709,-0.012031421,0.031957643,-0.023507932,-0.020206981,-0.024026026,-0.03538838,-0.003907396,-0.036900934,-0.023078735,-0.047353768,-0.02377007,-0.038285338,0.001531846,-0.093074985,-0.009188682,-0.005216072,0.002931183,0.047542777,0.0023163,0.050191612,-0.009882298,-0.021800532,-0.027776843,0.037863533,0.059327407,-0.032545478,-0.046326666,0.035816723,0.013410646,-0.018578155,0.014428647,-0.038470212,-0.012624076,0.059637027,0.019216539,0.023421736,-0.02128218,-0.075411542,0.035601821
,0,0.068288748,0.945878528,0,0,0,0,0.258072422,0.676039721,191.1008722,381.7761573,439.0318717,874.4596056,1151.892113,-0.006096306,0.05395809,-0.018450386,0.034632379,-0.011965818,0.042102638,-0.014582886,0.040517159,-0.018473478,-0.002105713,-0.103323343,-0.014862196,0.007979141,-0.003806626,0.035807588,-0.011866656,0.036115113,-0.011404033,0.02283812,0.001710953,0.027335509,-0.008581688,0.041883558,0.033841862,0.039265748,0.034464393,0.043004672,0.014358854,0.022319961,-0.033770687,-0.076054398,0.022614142,0.02297667,-0.044518854,0.020537007,0.007660338,-0.02995675,0.009921039,0.033642832,-0.046075845,-0.035592868,0.009087632,0.05217709,0.035558266,-0.063856515
